Latitude_back72hr_30m[][0] Latitude_back72hr_30m[][1] Latitude_back72hr_30m[][2] Latitude_back72hr_30m[][3] Latitude_back72hr_30m[][4] Latitude_back72hr_30m[][5] Latitude_back72hr_30m[][6] Latitude_back72hr_30m[][7] Latitude_back72hr_30m[][8] Latitude_back72hr_30m[][9] Latitude_back72hr_30m[][10] Latitude_back72hr_30m[][11] Latitude_back72hr_30m[][12] Latitude_back72hr_30m[][13] Latitude_back72hr_30m[][14] Latitude_back72hr_30m[][15] Latitude_back72hr_30m[][16] Latitude_back72hr_30m[][17] Latitude_back72hr_30m[][18] Latitude_back72hr_30m[][19] Latitude_back72hr_30m[][20] Latitude_back72hr_30m[][21] Latitude_back72hr_30m[][22] Latitude_back72hr_30m[][23] Latitude_back72hr_30m[][24] Latitude_back72hr_30m[][25] Latitude_back72hr_30m[][26] Latitude_back72hr_30m[][27] Latitude_back72hr_30m[][28] Latitude_back72hr_30m[][29] Latitude_back72hr_30m[][30] Latitude_back72hr_30m[][31] Latitude_back72hr_30m[][32] Latitude_back72hr_30m[][33] Latitude_back72hr_30m[][34] Latitude_back72hr_30m[][35] Latitude_back72hr_30m[][36] Latitude_back72hr_30m[][37] Latitude_back72hr_30m[][38] Latitude_back72hr_30m[][39] Latitude_back72hr_30m[][40] Latitude_back72hr_30m[][41] Latitude_back72hr_30m[][42] Latitude_back72hr_30m[][43] Latitude_back72hr_30m[][44] Latitude_back72hr_30m[][45] Latitude_back72hr_30m[][46] Latitude_back72hr_30m[][47] Latitude_back72hr_30m[][48] Latitude_back72hr_30m[][49] Latitude_back72hr_30m[][50] Latitude_back72hr_30m[][51] Latitude_back72hr_30m[][52] Latitude_back72hr_30m[][53] Latitude_back72hr_30m[][54] Latitude_back72hr_30m[][55] Latitude_back72hr_30m[][56] Latitude_back72hr_30m[][57] Latitude_back72hr_30m[][58] Latitude_back72hr_30m[][59] Latitude_back72hr_30m[][60] Latitude_back72hr_30m[][61] Latitude_back72hr_30m[][62] Latitude_back72hr_30m[][63] Latitude_back72hr_30m[][64] Latitude_back72hr_30m[][65] Latitude_back72hr_30m[][66] Latitude_back72hr_30m[][67] Latitude_back72hr_30m[][68] Latitude_back72hr_30m[][69] Latitude_back72hr_30m[][70] Latitude_back72hr_30m[][71] Latitude_back72hr_30m[][72]
40.8 40.912 41.011 41.083 41.131 41.153 41.149 41.117 41.071 41.023 40.978 40.951 40.941 40.945 40.961 40.986 41.016 41.052 41.098 41.158 41.244 41.351 41.47 41.597 41.735 41.893 42.064 42.231 42.386 42.529 42.662 42.786 42.89 42.958 42.994 43.012 43.04 43.114 43.216 43.343 43.493 43.667 43.86 44.067 44.275 44.478 44.677 44.857 45.015 45.148 45.268 45.377 45.464 45.522 45.554 45.576 45.599 45.637 45.695 45.77 45.861 45.961 46.062 46.163 46.273 46.4 46.553 46.741 46.949 47.153 47.361 47.589 47.857
40.8 40.913 41.025 41.129 41.208 41.262 41.292 41.296 41.274 41.238 41.2 41.162 41.137 41.128 41.135 41.151 41.174 41.199 41.23 41.273 41.338 41.431 41.539 41.653 41.775 41.913 42.072 42.244 42.411 42.571 42.725 42.88 43.043 43.199 43.326 43.437 43.546 43.666 43.796 43.935 44.086 44.25 44.425 44.619 44.851 45.113 45.389 45.673 45.958 46.251 46.564 46.802 47.017 47.145 47.211 47.274 47.336 47.4 47.469 47.544 47.623 47.703 47.786 47.881 47.983 48.095 48.22 48.364 48.53 48.719 48.922 49.135 49.353
40.8 40.914 41.024 41.14 41.248 41.333 41.393 41.429 41.442 41.429 41.402 41.373 41.342 41.311 41.291 41.283 41.296 41.313 41.332 41.355 41.39 41.446 41.528 41.627 41.736 41.854 41.987 42.14 42.304 42.464 42.618 42.765 42.914 43.074 43.23 43.362 43.472 43.577 43.692 43.819 43.955 44.102 44.262 44.433 44.625 44.853 45.111 45.382 45.658 45.934 46.215 46.513 46.729 46.943 47.078 47.149 47.209 47.268 47.329 47.397 47.47 47.547 47.627 47.709 47.805 47.907 48.02 48.144 48.29 48.461 48.654 48.86 49.076
40.8 40.915 41.023 41.134 41.253 41.365 41.454 41.519 41.56 41.576 41.57 41.55 41.529 41.506 41.482 41.455 41.428 41.417 41.424 41.433 41.444 41.462 41.498 41.558 41.643 41.744 41.856 41.982 42.127 42.278 42.424 42.564 42.696 42.825 42.961 43.098 43.214 43.307 43.39 43.482 43.589 43.711 43.847 44 44.17 44.354 44.56 44.789 45.03 45.272 45.509 45.733 45.952 46.163 46.331 46.442 46.501 46.549 46.593 46.642 46.699 46.765 46.84 46.92 47.002 47.087 47.179 47.282 47.399 47.535 47.693 47.873 48.07
40.8 40.915 41.021 41.128 41.24 41.361 41.477 41.568 41.633 41.674 41.694 41.692 41.679 41.664 41.647 41.627 41.606 41.582 41.559 41.539 41.532 41.546 41.567 41.579 41.605 41.657 41.733 41.822 41.916 42.026 42.145 42.256 42.354 42.436 42.501 42.546 42.566 42.56 42.526 42.462 42.369 42.252 42.129 42.016 41.913 41.819 41.728 41.636 41.551 41.483 41.431 41.388 41.35 41.308 41.261 41.207 41.149 41.089 41.028 40.969 40.912 40.857 40.805 40.758 40.718 40.685 40.653 40.616 40.573 40.524 40.471 40.416 40.353
40.8 40.916 41.02 41.122 41.228 41.34 41.464 41.579 41.668 41.733 41.775 41.797 41.801 41.793 41.784 41.772 41.757 41.739 41.718 41.701 41.695 41.706 41.726 41.738 41.766 41.82 41.904 42.011 42.135 42.274 42.433 42.598 42.748 42.884 43.01 43.132 43.257 43.378 43.486 43.574 43.643 43.712 43.797 43.903 44.024 44.155 44.302 44.467 44.66 44.876 45.097 45.317 45.522 45.705 45.869 46.025 46.173 46.286 46.349 46.387 46.422 46.459 46.503 46.556 46.617 46.686 46.762 46.856 46.961 47.075 47.212 47.376 47.568
40.8 40.839 40.967 41.112 41.271 41.444 41.631 41.83 42.038 42.253 42.472 42.699 42.944 43.215 43.505 43.809 44.138 44.507 44.926 45.396 45.913 46.477 47.092 47.745 48.415 49.101 49.793 50.471 51.141 51.784 52.389 52.953 53.457 53.899 54.293 54.642 54.943 55.18 55.331 55.399 55.401 55.348 55.247 55.114 54.962 54.795 54.616 54.428 54.234 54.04 53.847 53.654 53.463 53.276 53.094 52.914 52.747 52.606 52.493 52.408 52.349 52.317 52.302 52.295 52.295 52.305 52.326 52.363 52.414 52.473 52.54 52.619 52.713
40.8 40.854 40.996 41.157 41.335 41.527 41.735 41.955 42.184 42.421 42.664 42.917 43.191 43.496 43.829 44.179 44.551 44.959 45.411 45.908 46.456 47.051 47.687 48.353 49.03 49.713 50.408 51.099 51.755 52.36 52.901 53.364 53.749 54.07 54.344 54.563 54.707 54.76 54.699 54.521 54.279 54.024 53.753 53.468 53.17 52.864 52.559 52.262 51.972 51.688 51.406 51.131 50.878 50.658 50.475 50.333 50.231 50.155 50.089 50.036 49.997 49.976 49.973 49.978 49.98 49.986 50.003 50.036 50.091 50.159 50.232 50.316 50.414
40.8 40.87 41.021 41.194 41.389 41.601 41.828 42.069 42.32 42.58 42.845 43.121 43.423 43.758 44.12 44.503 44.913 45.356 45.839 46.363 46.924 47.533 48.179 48.838 49.51 50.186 50.867 51.533 52.144 52.686 53.157 53.553 53.875 54.121 54.303 54.426 54.471 54.411 54.245 53.998 53.708 53.4 53.075 52.74 52.405 52.074 51.746 51.426 51.113 50.811 50.52 50.238 49.972 49.737 49.541 49.387 49.274 49.195 49.136 49.088 49.054 49.035 49.035 49.051 49.068 49.081 49.098 49.127 49.174 49.237 49.306 49.378 49.462
40.8 40.886 41.047 41.226 41.431 41.66 41.906 42.166 42.439 42.72 43.007 43.306 43.632 43.992 44.378 44.784 45.218 45.684 46.192 46.732 47.296 47.897 48.529 49.172 49.812 50.446 51.07 51.672 52.235 52.745 53.185 53.553 53.845 54.061 54.21 54.294 54.297 54.212 54.052 53.825 53.536 53.203 52.851 52.494 52.144 51.798 51.448 51.1 50.76 50.432 50.125 49.843 49.582 49.341 49.127 48.949 48.81 48.71 48.645 48.601 48.57 48.556 48.56 48.588 48.637 48.692 48.745 48.802 48.869 48.951 49.046 49.144 49.242
40.8 40.901 41.074 41.259 41.466 41.703 41.966 42.244 42.537 42.839 43.144 43.463 43.811 44.191 44.597 45.019 45.462 45.94 46.461 47.01 47.575 48.161 48.765 49.382 49.997 50.594 51.173 51.729 52.251 52.735 53.161 53.508 53.769 53.956 54.079 54.147 54.146 54.062 53.904 53.682 53.398 53.053 52.671 52.294 51.931 51.579 51.231 50.879 50.525 50.177 49.841 49.528 49.249 48.999 48.771 48.57 48.403 48.274 48.184 48.127 48.094 48.075 48.072 48.09 48.129 48.187 48.251 48.313 48.379 48.454 48.544 48.646 48.749
40.8 40.917 41.101 41.293 41.503 41.737 42.005 42.301 42.612 42.934 43.259 43.592 43.954 44.35 44.772 45.207 45.656 46.135 46.655 47.205 47.772 48.349 48.932 49.524 50.113 50.686 51.237 51.764 52.263 52.728 53.139 53.464 53.704 53.871 53.975 54.021 54.007 53.922 53.762 53.536 53.25 52.91 52.527 52.135 51.758 51.393 51.036 50.682 50.317 49.942 49.571 49.216 48.894 48.613 48.362 48.137 47.943 47.786 47.666 47.582 47.531 47.505 47.493 47.498 47.52 47.556 47.608 47.669 47.733 47.807 47.894 47.992 48.1
40.8 40.896 41.009 41.159 41.325 41.499 41.677 41.865 42.076 42.305 42.552 42.81 43.074 43.345 43.628 43.929 44.255 44.607 44.982 45.374 45.787 46.23 46.71 47.22 47.764 48.343 48.938 49.54 50.151 50.768 51.382 51.975 52.527 53.024 53.459 53.818 54.096 54.304 54.441 54.483 54.422 54.275 54.055 53.773 53.456 53.128 52.79 52.452 52.113 51.766 51.414 51.063 50.717 50.377 50.049 49.741 49.464 49.22 49.007 48.827 48.679 48.567 48.478 48.403 48.34 48.29 48.247 48.214 48.182 48.15 48.124 48.108 48.101
40.8 40.89 40.996 41.117 41.266 41.428 41.596 41.765 41.943 42.155 42.392 42.646 42.912 43.184 43.464 43.759 44.073 44.41 44.773 45.154 45.553 45.977 46.432 46.921 47.438 47.988 48.566 49.156 49.751 50.352 50.957 51.554 52.127 52.663 53.144 53.557 53.889 54.143 54.332 54.447 54.467 54.39 54.232 54.005 53.72 53.403 53.078 52.747 52.418 52.09 51.753 51.414 51.087 50.777 50.498 50.267 50.048 49.803 49.556 49.324 49.113 48.921 48.753 48.598 48.447 48.301 48.166 48.049 47.954 47.88 47.791 47.691 47.597
40.8 40.884 40.983 41.097 41.223 41.369 41.526 41.687 41.847 42.017 42.232 42.476 42.738 43.011 43.292 43.582 43.887 44.211 44.559 44.929 45.314 45.72 46.153 46.619 47.116 47.638 48.19 48.764 49.348 49.937 50.528 51.121 51.701 52.258 52.778 53.246 53.636 53.941 54.173 54.344 54.439 54.439 54.349 54.183 53.957 53.682 53.383 53.084 52.793 52.602 52.335 52.077 51.781 51.485 51.189 50.906 50.651 50.403 50.145 49.898 49.67 49.463 49.275 49.107 48.946 48.785 48.627 48.475 48.338 48.219 48.118 48.022 47.917
40.8 40.878 40.97 41.076 41.194 41.322 41.466 41.617 41.769 41.92 42.089 42.311 42.562 42.831 43.113 43.402 43.702 44.018 44.352 44.712 45.09 45.481 45.896 46.341 46.82 47.326 47.857 48.412 48.982 49.561 50.142 50.723 51.3 51.863 52.404 52.908 53.35 53.711 53.989 54.199 54.35 54.426 54.408 54.305 54.131 53.902 53.629 53.339 53.053 52.796 52.597 52.328 52.07 51.772 51.472 51.171 50.873 50.582 50.298 50.027 49.777 49.551 49.35 49.17 49.008 48.851 48.694 48.542 48.395 48.256 48.129 48.02 47.918
40.8 40.873 40.957 41.055 41.164 41.285 41.412 41.553 41.698 41.842 41.99 42.163 42.392 42.651 42.928 43.217 43.515 43.824 44.15 44.495 44.861 45.243 45.641 46.065 46.52 47.005 47.517 48.05 48.602 49.168 49.741 50.312 50.883 51.447 51.996 52.524 53.017 53.439 53.773 54.03 54.222 54.357 54.42 54.389 54.281 54.111 53.895 53.65 53.408 53.225 53.02 52.786 52.552 52.281 51.998 51.7 51.397 51.093 50.793 50.503 50.232 49.986 49.767 49.574 49.406 49.258 49.112 48.957 48.802 48.652 48.509 48.375 48.246
40.8 40.867 40.945 41.035 41.135 41.246 41.367 41.494 41.619 41.706 41.764 41.814 41.858 41.905 41.962 42.029 42.101 42.176 42.253 42.329 42.398 42.457 42.515 42.574 42.636 42.696 42.745 42.783 42.812 42.837 42.859 42.882 42.902 42.916 42.919 42.91 42.885 42.874 42.897 42.965 43.083 43.266 43.497 43.714 43.887 44.03 44.152 44.264 44.374 44.472 44.549 44.613 44.668 44.716 44.755 44.777 44.774 44.744 44.691 44.614 44.517 44.416 44.318 44.219 44.117 44.009 43.893 43.781 43.686 43.602 43.525 43.454 43.392
40.8 40.852 40.903 40.957 41.016 41.082 41.157 41.25 41.36 41.453 41.524 41.588 41.645 41.694 41.745 41.805 41.874 41.95 42.032 42.118 42.202 42.272 42.333 42.388 42.442 42.497 42.548 42.588 42.618 42.637 42.644 42.639 42.629 42.62 42.611 42.6 42.583 42.56 42.54 42.533 42.541 42.576 42.654 42.782 42.941 43.099 43.246 43.37 43.46 43.52 43.55 43.548 43.519 43.46 43.371 43.248 43.111 42.982 42.859 42.74 42.625 42.514 42.408 42.31 42.221 42.141 42.068 42.002 41.939 41.877 41.817 41.76 41.704
40.8 40.845 40.89 40.937 40.988 41.046 41.111 41.185 41.277 41.387 41.475 41.546 41.609 41.664 41.712 41.762 41.821 41.889 41.965 42.047 42.132 42.216 42.286 42.346 42.402 42.457 42.514 42.566 42.608 42.64 42.66 42.668 42.665 42.659 42.655 42.65 42.642 42.626 42.603 42.583 42.579 42.599 42.66 42.769 42.937 43.14 43.33 43.495 43.632 43.745 43.839 43.906 43.937 43.941 43.922 43.88 43.812 43.728 43.635 43.534 43.426 43.317 43.213 43.12 43.04 42.967 42.897 42.823 42.746 42.675 42.613 42.557 42.504
40.8 40.838 40.878 40.919 40.963 41.012 41.068 41.132 41.205 41.298 41.407 41.492 41.562 41.624 41.679 41.726 41.775 41.833 41.902 41.978 42.059 42.143 42.226 42.296 42.357 42.414 42.47 42.527 42.581 42.625 42.657 42.679 42.688 42.689 42.688 42.689 42.687 42.681 42.667 42.643 42.623 42.623 42.652 42.729 42.859 43.051 43.273 43.472 43.642 43.786 43.914 44.039 44.148 44.228 44.283 44.315 44.328 44.328 44.312 44.277 44.226 44.163 44.092 44.015 43.941 43.874 43.812 43.748 43.676 43.59 43.501 43.421 43.348
40.8 40.832 40.865 40.901 40.94 40.982 41.029 41.083 41.146 41.22 41.312 41.421 41.503 41.573 41.635 41.689 41.735 41.783 41.842 41.91 41.987 42.068 42.151 42.234 42.304 42.365 42.422 42.479 42.538 42.593 42.637 42.671 42.693 42.704 42.708 42.711 42.715 42.717 42.712 42.699 42.675 42.656 42.659 42.697 42.783 42.923 43.128 43.357 43.558 43.727 43.869 44 44.127 44.237 44.32 44.379 44.417 44.44 44.452 44.449 44.424 44.381 44.322 44.25 44.168 44.087 44.012 43.94 43.866 43.785 43.69 43.594 43.508
40.8 40.825 40.853 40.884 40.918 40.954 40.994 41.04 41.094 41.156 41.229 41.321 41.43 41.511 41.58 41.642 41.695 41.741 41.789 41.847 41.916 41.993 42.074 42.157 42.239 42.31 42.37 42.428 42.485 42.545 42.601 42.646 42.68 42.704 42.717 42.724 42.731 42.738 42.741 42.738 42.725 42.701 42.684 42.69 42.734 42.826 42.975 43.191 43.425 43.625 43.794 43.939 44.076 44.214 44.344 44.452 44.546 44.63 44.703 44.763 44.803 44.816 44.805 44.77 44.714 44.64 44.56 44.481 44.399 44.31 44.208 44.092 43.974
40.8 40.819 40.84 40.866 40.896 40.928 40.963 41.002 41.047 41.099 41.161 41.234 41.326 41.436 41.515 41.584 41.645 41.698 41.744 41.791 41.851 41.92 41.996 42.077 42.16 42.242 42.313 42.374 42.432 42.49 42.55 42.606 42.652 42.687 42.711 42.725 42.735 42.744 42.753 42.759 42.756 42.744 42.72 42.704 42.713 42.764 42.863 43.019 43.245 43.481 43.676 43.837 43.976 44.104 44.226 44.333 44.412 44.468 44.508 44.538 44.559 44.564 44.547 44.507 44.447 44.371 44.282 44.192 44.106 44.021 43.936 43.843 43.741
40.8 40.816 40.848 40.884 40.917 40.944 40.973 41.004 41.039 41.081 41.132 41.193 41.265 41.357 41.465 41.541 41.609 41.669 41.721 41.766 41.813 41.873 41.943 42.019 42.099 42.18 42.261 42.332 42.393 42.451 42.51 42.572 42.63 42.678 42.714 42.74 42.76 42.776 42.792 42.807 42.817 42.818 42.807 42.79 42.786 42.823 42.906 43.042 43.24 43.481 43.71 43.903 44.072 44.235 44.404 44.591 44.782 44.959 45.126 45.293 45.472 45.668 45.868 46.069 46.286 46.534 46.81 47.108 47.408 47.7 47.999 48.32 48.67
40.8 40.804 40.827 40.865 40.906 40.943 40.971 40.997 41.025 41.057 41.098 41.147 41.207 41.279 41.37 41.478 41.554 41.621 41.68 41.732 41.776 41.825 41.886 41.956 42.032 42.112 42.192 42.273 42.343 42.404 42.463 42.523 42.586 42.646 42.694 42.732 42.761 42.785 42.807 42.829 42.848 42.862 42.873 42.89 42.919 42.967 43.053 43.185 43.359 43.559 43.776 43.983 44.17 44.351 44.539 44.739 44.944 45.14 45.329 45.521 45.725 45.942 46.168 46.4 46.642 46.908 47.19 47.486 47.812 48.16 48.515 48.886 49.266
40.8 40.793 40.802 40.83 40.873 40.918 40.958 40.988 41.011 41.037 41.067 41.105 41.154 41.213 41.284 41.375 41.484 41.559 41.626 41.684 41.735 41.78 41.831 41.892 41.963 42.039 42.118 42.198 42.279 42.35 42.411 42.471 42.531 42.595 42.656 42.706 42.746 42.778 42.806 42.833 42.86 42.884 42.908 42.941 42.985 43.028 43.083 43.181 43.322 43.492 43.675 43.855 44.028 44.184 44.328 44.469 44.614 44.769 44.918 45.043 45.15 45.243 45.329 45.415 45.492 45.545 45.576 45.592 45.605 45.627 45.657 45.686 45.702
40.8 40.781 40.777 40.791 40.823 40.869 40.916 40.959 40.992 41.015 41.037 41.065 41.102 41.149 41.207 41.278 41.37 41.48 41.555 41.621 41.679 41.73 41.777 41.829 41.892 41.964 42.041 42.12 42.2 42.28 42.351 42.413 42.474 42.535 42.6 42.662 42.713 42.755 42.791 42.823 42.855 42.886 42.921 42.966 43.025 43.085 43.136 43.205 43.318 43.462 43.599 43.718 43.831 43.935 44.027 44.11 44.195 44.293 44.41 44.53 44.635 44.726 44.802 44.866 44.923 44.966 44.986 44.984 44.959 44.913 44.85 44.782 44.712
40.8 40.769 40.752 40.751 40.768 40.802 40.85 40.899 40.943 40.977 41 41.021 41.047 41.082 41.129 41.186 41.258 41.351 41.461 41.537 41.604 41.662 41.714 41.762 41.815 41.88 41.952 42.03 42.11 42.191 42.272 42.344 42.406 42.467 42.529 42.595 42.658 42.71 42.753 42.791 42.826 42.861 42.896 42.933 42.981 43.04 43.1 43.151 43.222 43.337 43.477 43.599 43.715 43.826 43.929 44.02 44.102 44.186 44.284 44.4 44.519 44.624 44.715 44.791 44.855 44.912 44.955 44.974 44.972 44.946 44.9 44.837 44.769
40.8 40.757 40.726 40.71 40.71 40.728 40.765 40.815 40.866 40.91 40.945 40.968 40.987 41.012 41.047 41.092 41.15 41.222 41.316 41.43 41.506 41.573 41.632 41.685 41.735 41.79 41.856 41.93 42.009 42.09 42.172 42.254 42.327 42.39 42.452 42.515 42.581 42.645 42.697 42.742 42.781 42.817 42.854 42.89 42.922 42.945 42.955 42.949 42.927 42.917 42.942 43.006 43.118 43.288 43.504 43.717 43.899 44.063 44.22 44.379 44.552 44.73 44.898 45.041 45.144 45.236 45.325 45.402 45.454 45.481 45.489 45.487 45.486
40.8 40.74 40.703 40.693 40.713 40.762 40.833 40.922 41.01 41.084 41.142 41.185 41.213 41.228 41.239 41.259 41.294 41.347 41.42 41.515 41.622 41.696 41.766 41.834 41.902 41.971 42.043 42.118 42.194 42.267 42.337 42.401 42.471 42.544 42.613 42.686 42.765 42.852 42.942 43.03 43.12 43.214 43.314 43.418 43.513 43.592 43.66 43.723 43.785 43.851 43.925 44.007 44.091 44.17 44.236 44.286 44.335 44.394 44.465 44.548 44.644 44.753 44.862 44.961 45.053 45.142 45.232 45.322 45.405 45.468 45.517 45.558 45.604
40.8 40.719 40.659 40.628 40.628 40.658 40.714 40.791 40.883 40.971 41.043 41.098 41.138 41.164 41.177 41.191 41.222 41.272 41.343 41.434 41.538 41.649 41.727 41.802 41.876 41.953 42.033 42.115 42.196 42.273 42.344 42.411 42.476 42.55 42.631 42.709 42.791 42.88 42.978 43.079 43.182 43.29 43.398 43.504 43.609 43.708 43.8 43.891 43.986 44.091 44.209 44.32 44.413 44.488 44.548 44.596 44.633 44.672 44.723 44.786 44.862 44.948 45.045 45.146 45.244 45.338 45.428 45.524 45.636 45.762 45.886 46.025 46.195
40.8 40.698 40.614 40.557 40.533 40.539 40.575 40.636 40.715 40.807 40.893 40.962 41.013 41.049 41.071 41.084 41.1 41.134 41.19 41.267 41.36 41.466 41.579 41.669 41.749 41.83 41.915 42.004 42.091 42.172 42.248 42.319 42.397 42.49 42.601 42.721 42.843 42.961 43.072 43.177 43.285 43.393 43.5 43.606 43.713 43.82 43.927 44.034 44.15 44.272 44.391 44.5 44.592 44.664 44.756 44.898 45.045 45.213 45.379 45.539 45.689 45.824 45.939 46.037 46.13 46.225 46.339 46.477 46.642 46.845 47.075 47.314 47.558
40.8 40.677 40.569 40.486 40.433 40.413 40.424 40.463 40.525 40.604 40.693 40.776 40.841 40.887 40.918 40.937 40.948 40.964 41 41.059 41.138 41.235 41.345 41.464 41.569 41.653 41.742 41.833 41.925 42.012 42.094 42.171 42.253 42.349 42.462 42.594 42.735 42.881 43.027 43.17 43.3 43.414 43.521 43.628 43.737 43.848 43.96 44.076 44.198 44.324 44.442 44.55 44.644 44.733 44.884 45.019 45.205 45.457 45.755 46.074 46.394 46.703 46.997 47.273 47.531 47.775 47.996 48.115 48.29 48.454 48.633 48.84 49.134
40.8 40.656 40.524 40.415 40.334 40.284 40.267 40.279 40.318 40.378 40.454 40.539 40.617 40.676 40.718 40.743 40.757 40.764 40.778 40.815 40.876 40.96 41.063 41.18 41.306 41.435 41.589 41.79 42.028 42.329 42.66 43.008 43.384 43.774 44.166 44.569 44.984 45.412 45.862 46.334 46.814 47.296 47.785 48.285 48.796 49.321 49.863 50.416 50.974 51.533 52.088 52.638 53.174 53.69 54.177 54.597 54.928 55.182 55.376 55.518 55.613 55.661 55.667 55.636 55.578 55.505 55.424 55.344 55.282 55.238 55.181 55.107 55.023
40.8 40.635 40.48 40.345 40.236 40.156 40.108 40.091 40.103 40.138 40.192 40.262 40.34 40.411 40.464 40.5 40.52 40.527 40.526 40.534 40.571 40.636 40.726 40.836 40.963 41.1 41.247 41.421 41.627 41.869 42.176 42.511 42.858 43.235 43.63 44.027 44.432 44.846 45.27 45.715 46.183 46.661 47.142 47.631 48.132 48.646 49.175 49.723 50.283 50.85 51.419 51.984 52.541 53.082 53.601 54.091 54.525 54.875 55.145 55.352 55.508 55.613 55.67 55.684 55.66 55.604 55.528 55.439 55.344 55.259 55.201 55.143 55.069
40.8 40.655 40.497 40.362 40.249 40.163 40.105 40.076 40.076 40.094 40.126 40.171 40.222 40.273 40.309 40.33 40.345 40.355 40.36 40.359 40.364 40.396 40.455 40.538 40.643 40.764 40.889 41.032 41.194 41.394 41.676 41.997 42.341 42.702 43.082 43.476 43.878 44.298 44.732 45.179 45.64 46.108 46.583 47.064 47.555 48.063 48.59 49.13 49.678 50.23 50.793 51.373 51.958 52.53 53.078 53.593 54.072 54.507 54.888 55.198 55.441 55.63 55.776 55.877 55.929 55.932 55.889 55.8 55.673 55.514 55.322 55.102 54.861
40.8 40.667 40.499 40.332 40.19 40.075 39.986 39.927 39.901 39.903 39.921 39.952 39.993 40.039 40.082 40.111 40.126 40.135 40.14 40.14 40.134 40.137 40.169 40.231 40.321 40.432 40.561 40.695 40.842 41.006 41.203 41.473 41.787 42.123 42.474 42.845 43.236 43.64 44.057 44.485 44.92 45.37 45.83 46.301 46.781 47.268 47.775 48.304 48.846 49.395 49.945 50.503 51.079 51.67 52.262 52.835 53.373 53.868 54.318 54.718 55.058 55.333 55.548 55.718 55.848 55.929 55.959 55.938 55.869 55.76 55.618 55.445 55.239
40.8 40.678 40.518 40.341 40.171 40.028 39.913 39.828 39.776 39.756 39.764 39.785 39.818 39.86 39.906 39.947 39.973 39.987 39.994 39.996 39.992 39.984 39.985 40.015 40.077 40.168 40.288 40.426 40.569 40.722 40.891 41.087 41.349 41.66 41.994 42.341 42.707 43.093 43.496 43.912 44.335 44.762 45.204 45.658 46.124 46.601 47.087 47.589 48.117 48.661 49.212 49.765 50.323 50.899 51.492 52.092 52.681 53.236 53.744 54.204 54.615 54.97 55.26 55.489 55.671 55.813 55.907 55.948 55.935 55.876 55.775 55.642 55.479
40.8 40.689 40.537 40.362 40.182 40.012 39.871 39.762 39.685 39.64 39.625 39.637 39.66 39.694 39.736 39.78 39.819 39.844 39.857 39.862 39.861 39.855 39.845 39.845 39.871 39.929 40.02 40.142 40.289 40.444 40.607 40.782 40.979 41.227 41.536 41.871 42.214 42.577 42.96 43.362 43.778 44.196 44.615 45.05 45.5 45.961 46.436 46.921 47.42 47.945 48.493 49.05 49.608 50.171 50.747 51.342 51.947 52.545 53.112 53.631 54.101 54.521 54.886 55.187 55.427 55.618 55.768 55.871 55.919 55.912 55.855 55.756 55.627
40.8 40.7 40.555 40.383 40.204 40.021 39.855 39.721 39.62 39.549 39.507 39.496 39.511 39.535 39.569 39.61 39.653 39.69 39.715 39.727 39.73 39.727 39.72 39.71 39.711 39.735 39.787 39.882 40.01 40.166 40.332 40.501 40.681 40.881 41.123 41.429 41.764 42.106 42.466 42.847 43.249 43.665 44.081 44.495 44.921 45.365 45.822 46.295 46.778 47.274 47.798 48.349 48.909 49.471 50.036 50.611 51.207 51.815 52.421 53 53.531 54.008 54.434 54.804 55.111 55.356 55.553 55.709 55.816 55.867 55.857 55.789 55.677
40.8 40.71 40.572 40.402 40.224 40.041 39.861 39.701 39.574 39.474 39.403 39.362 39.354 39.372 39.399 39.432 39.474 39.516 39.553 39.577 39.588 39.589 39.583 39.575 39.567 39.568 39.591 39.648 39.744 39.873 40.032 40.21 40.391 40.576 40.781 41.02 41.321 41.656 41.998 42.353 42.731 43.13 43.545 43.958 44.367 44.786 45.222 45.675 46.144 46.625 47.119 47.639 48.192 48.758 49.328 49.898 50.475 51.073 51.685 52.296 52.888 53.429 53.914 54.347 54.724 55.039 55.292 55.495 55.657 55.769 55.823 55.811 55.736
40.8 40.682 40.557 40.415 40.259 40.089 39.91 39.732 39.574 39.44 39.327 39.235 39.16 39.124 39.134 39.178 39.25 39.343 39.452 39.569 39.688 39.794 39.881 39.944 39.993 40.035 40.073 40.123 40.197 40.296 40.422 40.599 40.807 41.037 41.297 41.6 41.957 42.355 42.75 43.13 43.517 43.921 44.341 44.777 45.227 45.689 46.173 46.683 47.206 47.733 48.262 48.794 49.332 49.877 50.421 50.957 51.483 52.001 52.508 53 53.466 53.889 54.244 54.523 54.734 54.883 54.98 55.027 55.012 54.929 54.786 54.594 54.365
