Longitude_back72hr_30m[][0] Longitude_back72hr_30m[][1] Longitude_back72hr_30m[][2] Longitude_back72hr_30m[][3] Longitude_back72hr_30m[][4] Longitude_back72hr_30m[][5] Longitude_back72hr_30m[][6] Longitude_back72hr_30m[][7] Longitude_back72hr_30m[][8] Longitude_back72hr_30m[][9] Longitude_back72hr_30m[][10] Longitude_back72hr_30m[][11] Longitude_back72hr_30m[][12] Longitude_back72hr_30m[][13] Longitude_back72hr_30m[][14] Longitude_back72hr_30m[][15] Longitude_back72hr_30m[][16] Longitude_back72hr_30m[][17] Longitude_back72hr_30m[][18] Longitude_back72hr_30m[][19] Longitude_back72hr_30m[][20] Longitude_back72hr_30m[][21] Longitude_back72hr_30m[][22] Longitude_back72hr_30m[][23] Longitude_back72hr_30m[][24] Longitude_back72hr_30m[][25] Longitude_back72hr_30m[][26] Longitude_back72hr_30m[][27] Longitude_back72hr_30m[][28] Longitude_back72hr_30m[][29] Longitude_back72hr_30m[][30] Longitude_back72hr_30m[][31] Longitude_back72hr_30m[][32] Longitude_back72hr_30m[][33] Longitude_back72hr_30m[][34] Longitude_back72hr_30m[][35] Longitude_back72hr_30m[][36] Longitude_back72hr_30m[][37] Longitude_back72hr_30m[][38] Longitude_back72hr_30m[][39] Longitude_back72hr_30m[][40] Longitude_back72hr_30m[][41] Longitude_back72hr_30m[][42] Longitude_back72hr_30m[][43] Longitude_back72hr_30m[][44] Longitude_back72hr_30m[][45] Longitude_back72hr_30m[][46] Longitude_back72hr_30m[][47] Longitude_back72hr_30m[][48] Longitude_back72hr_30m[][49] Longitude_back72hr_30m[][50] Longitude_back72hr_30m[][51] Longitude_back72hr_30m[][52] Longitude_back72hr_30m[][53] Longitude_back72hr_30m[][54] Longitude_back72hr_30m[][55] Longitude_back72hr_30m[][56] Longitude_back72hr_30m[][57] Longitude_back72hr_30m[][58] Longitude_back72hr_30m[][59] Longitude_back72hr_30m[][60] Longitude_back72hr_30m[][61] Longitude_back72hr_30m[][62] Longitude_back72hr_30m[][63] Longitude_back72hr_30m[][64] Longitude_back72hr_30m[][65] Longitude_back72hr_30m[][66] Longitude_back72hr_30m[][67] Longitude_back72hr_30m[][68] Longitude_back72hr_30m[][69] Longitude_back72hr_30m[][70] Longitude_back72hr_30m[][71] Longitude_back72hr_30m[][72]
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
-74 -74.167 -74.365 -74.593 -74.848 -75.126 -75.421 -75.726 -76.037 -76.353 -76.668 -76.972 -77.254 -77.507 -77.713 -77.863 -78.143 -78.482 -78.804 -79.092 -79.386 -79.671 -79.969 -80.282 -80.568 -80.9 -81.248 -81.602 -81.95 -82.287 -82.61 -82.92 -83.219 -83.5 -83.756 -83.982 -84.162 -84.287 -84.363 -84.409 -84.445 -84.477 -84.512 -84.549 -84.59 -84.638 -84.697 -84.773 -84.87 -84.99 -85.131 -85.278 -85.416 -85.547 -85.664 -85.76 -85.833 -85.877 -85.893 -85.889 -85.869 -85.828 -85.761 -85.688 -85.632 -85.602 -85.598 -85.623 -85.682 -85.763 -85.855 -85.958 -86.063
-74 -74.173 -74.378 -74.605 -74.859 -75.138 -75.437 -75.751 -76.077 -76.422 -76.78 -77.133 -77.471 -77.781 -78.05 -78.257 -78.402 -78.551 -78.76 -79.044 -79.329 -79.534 -79.864 -80.2 -80.54 -80.883 -81.227 -81.574 -81.919 -82.252 -82.566 -82.861 -83.137 -83.392 -83.626 -83.839 -84.034 -84.21 -84.362 -84.484 -84.582 -84.668 -84.745 -84.816 -84.881 -84.941 -85.007 -85.088 -85.181 -85.286 -85.399 -85.516 -85.625 -85.714 -85.783 -85.829 -85.849 -85.841 -85.812 -85.77 -85.721 -85.661 -85.581 -85.47 -85.342 -85.225 -85.12 -85.034 -84.973 -84.944 -84.934 -84.926 -84.917
-74 -74.179 -74.39 -74.623 -74.875 -75.15 -75.448 -75.764 -76.096 -76.453 -76.838 -77.235 -77.624 -77.991 -78.315 -78.574 -78.76 -78.89 -79.06 -79.311 -79.602 -79.882 -80.234 -80.57 -80.902 -81.233 -81.562 -81.892 -82.222 -82.541 -82.843 -83.125 -83.385 -83.623 -83.843 -84.052 -84.249 -84.43 -84.592 -84.732 -84.847 -84.947 -85.041 -85.129 -85.211 -85.286 -85.353 -85.42 -85.49 -85.561 -85.634 -85.705 -85.772 -85.827 -85.859 -85.866 -85.854 -85.831 -85.794 -85.751 -85.706 -85.65 -85.574 -85.474 -85.344 -85.202 -85.073 -84.959 -84.864 -84.793 -84.743 -84.7 -84.65
-74 -74.186 -74.402 -74.64 -74.896 -75.167 -75.459 -75.771 -76.102 -76.464 -76.859 -77.284 -77.719 -78.137 -78.516 -78.828 -79.065 -79.231 -79.346 -79.537 -79.84 -80.159 -80.435 -80.754 -81.057 -81.362 -81.669 -81.979 -82.292 -82.605 -82.91 -83.2 -83.471 -83.722 -83.955 -84.177 -84.392 -84.594 -84.779 -84.944 -85.086 -85.203 -85.304 -85.399 -85.488 -85.57 -85.641 -85.7 -85.756 -85.818 -85.883 -85.95 -86.016 -86.077 -86.123 -86.145 -86.149 -86.144 -86.125 -86.091 -86.049 -86.003 -85.946 -85.873 -85.778 -85.659 -85.529 -85.412 -85.31 -85.224 -85.155 -85.108 -85.069
-74 -74.192 -74.414 -74.656 -74.915 -75.188 -75.474 -75.778 -76.105 -76.465 -76.863 -77.295 -77.757 -78.231 -78.675 -79.057 -79.363 -79.594 -79.753 -79.858 -80.079 -80.376 -80.624 -80.881 -81.168 -81.439 -81.718 -82.006 -82.301 -82.6 -82.902 -83.2 -83.483 -83.749 -83.995 -84.229 -84.458 -84.681 -84.89 -85.081 -85.251 -85.396 -85.512 -85.609 -85.696 -85.776 -85.846 -85.906 -85.955 -86.002 -86.058 -86.119 -86.183 -86.245 -86.302 -86.342 -86.364 -86.378 -86.38 -86.367 -86.335 -86.294 -86.252 -86.202 -86.14 -86.063 -85.968 -85.867 -85.779 -85.705 -85.647 -85.607 -85.586
-74 -74.165 -74.316 -74.46 -74.598 -74.731 -74.859 -74.983 -75.152 -75.348 -75.562 -75.789 -76.026 -76.278 -76.548 -76.821 -77.084 -77.326 -77.537 -77.705 -77.83 -77.979 -78.151 -78.347 -78.585 -78.819 -79.048 -79.295 -79.562 -79.849 -80.158 -80.491 -80.839 -81.187 -81.53 -81.864 -82.186 -82.492 -82.776 -83.033 -83.264 -83.465 -83.631 -83.754 -83.844 -83.914 -83.973 -84.026 -84.075 -84.122 -84.175 -84.245 -84.331 -84.435 -84.558 -84.7 -84.849 -84.993 -85.131 -85.261 -85.38 -85.482 -85.554 -85.591 -85.595 -85.572 -85.524 -85.452 -85.376 -85.319 -85.285 -85.274 -85.286
-74 -74.166 -74.32 -74.469 -74.612 -74.748 -74.879 -75.004 -75.126 -75.293 -75.488 -75.703 -75.931 -76.173 -76.433 -76.709 -76.987 -77.251 -77.492 -77.701 -77.864 -77.984 -78.09 -78.226 -78.41 -78.643 -78.874 -79.1 -79.344 -79.607 -79.891 -80.197 -80.529 -80.874 -81.218 -81.556 -81.887 -82.206 -82.509 -82.789 -83.042 -83.269 -83.468 -83.631 -83.753 -83.843 -83.914 -83.974 -84.027 -84.076 -84.122 -84.176 -84.245 -84.331 -84.435 -84.555 -84.69 -84.833 -84.971 -85.101 -85.22 -85.327 -85.42 -85.483 -85.509 -85.503 -85.471 -85.415 -85.335 -85.251 -85.184 -85.132 -85.101
-74 -74.168 -74.323 -74.475 -74.621 -74.761 -74.894 -75.022 -75.144 -75.263 -75.428 -75.623 -75.836 -76.063 -76.309 -76.579 -76.861 -77.141 -77.403 -77.64 -77.841 -77.994 -78.107 -78.206 -78.354 -78.553 -78.795 -79.023 -79.246 -79.487 -79.746 -80.025 -80.326 -80.651 -80.988 -81.326 -81.658 -81.983 -82.296 -82.592 -82.868 -83.116 -83.338 -83.529 -83.684 -83.796 -83.876 -83.94 -83.994 -84.043 -84.089 -84.134 -84.185 -84.252 -84.336 -84.435 -84.55 -84.678 -84.812 -84.941 -85.062 -85.172 -85.273 -85.358 -85.411 -85.428 -85.414 -85.374 -85.31 -85.219 -85.121 -85.04 -84.976
-74 -74.169 -74.326 -74.48 -74.629 -74.771 -74.907 -75.036 -75.16 -75.278 -75.394 -75.557 -75.749 -75.96 -76.188 -76.441 -76.717 -77.003 -77.283 -77.543 -77.774 -77.967 -78.111 -78.217 -78.32 -78.481 -78.695 -78.938 -79.162 -79.384 -79.622 -79.879 -80.155 -80.456 -80.777 -81.108 -81.439 -81.765 -82.084 -82.39 -82.681 -82.949 -83.191 -83.408 -83.596 -83.749 -83.861 -83.941 -84.006 -84.062 -84.112 -84.159 -84.203 -84.254 -84.32 -84.402 -84.496 -84.603 -84.719 -84.837 -84.948 -85.054 -85.151 -85.236 -85.299 -85.331 -85.331 -85.302 -85.248 -85.168 -85.057 -84.938 -84.835
-74 -74.171 -74.328 -74.484 -74.636 -74.781 -74.919 -75.05 -75.174 -75.293 -75.408 -75.521 -75.68 -75.868 -76.076 -76.306 -76.565 -76.847 -77.136 -77.417 -77.676 -77.905 -78.093 -78.232 -78.333 -78.44 -78.613 -78.841 -79.083 -79.307 -79.53 -79.767 -80.028 -80.314 -80.618 -80.936 -81.262 -81.587 -81.908 -82.221 -82.518 -82.798 -83.058 -83.293 -83.506 -83.694 -83.851 -83.969 -84.059 -84.133 -84.197 -84.253 -84.306 -84.354 -84.407 -84.474 -84.552 -84.64 -84.733 -84.83 -84.924 -85.011 -85.089 -85.153 -85.201 -85.227 -85.228 -85.204 -85.156 -85.085 -84.988 -84.859 -84.722
-74 -74.172 -74.331 -74.488 -74.642 -74.791 -74.931 -75.063 -75.189 -75.308 -75.422 -75.533 -75.642 -75.797 -75.981 -76.189 -76.426 -76.691 -76.979 -77.273 -77.557 -77.817 -78.044 -78.23 -78.365 -78.465 -78.577 -78.762 -79.006 -79.25 -79.476 -79.705 -79.941 -80.216 -80.508 -80.812 -81.127 -81.448 -81.767 -82.082 -82.384 -82.669 -82.937 -83.186 -83.414 -83.623 -83.81 -83.967 -84.088 -84.182 -84.263 -84.334 -84.398 -84.456 -84.509 -84.565 -84.629 -84.699 -84.772 -84.847 -84.922 -84.994 -85.058 -85.11 -85.146 -85.16 -85.151 -85.122 -85.081 -85.024 -84.944 -84.833 -84.687
-74 -74.173 -74.331 -74.489 -74.644 -74.794 -74.938 -75.073 -75.199 -75.319 -75.433 -75.542 -75.647 -75.751 -75.901 -76.079 -76.288 -76.531 -76.803 -77.099 -77.402 -77.694 -77.96 -78.193 -78.382 -78.52 -78.62 -78.747 -78.946 -79.211 -79.463 -79.698 -79.935 -80.186 -80.458 -80.748 -81.052 -81.367 -81.688 -82.006 -82.315 -82.609 -82.886 -83.147 -83.392 -83.618 -83.826 -84.009 -84.16 -84.275 -84.365 -84.443 -84.513 -84.577 -84.636 -84.69 -84.748 -84.814 -84.886 -84.962 -85.04 -85.119 -85.195 -85.259 -85.306 -85.332 -85.333 -85.309 -85.272 -85.226 -85.162 -85.07 -84.942
-74 -74.176 -74.333 -74.488 -74.641 -74.791 -74.936 -75.074 -75.203 -75.323 -75.437 -75.546 -75.65 -75.749 -75.845 -75.988 -76.164 -76.377 -76.627 -76.91 -77.219 -77.538 -77.846 -78.126 -78.369 -78.565 -78.706 -78.809 -78.953 -79.173 -79.45 -79.72 -79.93 -80.201 -80.476 -80.765 -81.066 -81.376 -81.694 -82.016 -82.328 -82.626 -82.906 -83.168 -83.414 -83.648 -83.865 -84.064 -84.24 -84.389 -84.506 -84.601 -84.688 -84.767 -84.839 -84.904 -84.963 -85.023 -85.088 -85.158 -85.231 -85.306 -85.379 -85.441 -85.484 -85.504 -85.5 -85.479 -85.448 -85.409 -85.361 -85.292 -85.193
-74 -74.179 -74.337 -74.488 -74.637 -74.783 -74.926 -75.064 -75.196 -75.319 -75.434 -75.544 -75.648 -75.747 -75.843 -75.935 -76.071 -76.245 -76.46 -76.714 -77.002 -77.317 -77.643 -77.958 -78.242 -78.486 -78.679 -78.814 -78.913 -79.062 -79.295 -79.576 -79.851 -80.096 -80.348 -80.621 -80.91 -81.212 -81.524 -81.845 -82.166 -82.476 -82.771 -83.048 -83.307 -83.549 -83.78 -83.995 -84.192 -84.367 -84.514 -84.631 -84.727 -84.814 -84.894 -84.967 -85.034 -85.095 -85.156 -85.225 -85.299 -85.376 -85.453 -85.526 -85.589 -85.631 -85.651 -85.644 -85.62 -85.585 -85.544 -85.495 -85.429
-74 -74.182 -74.342 -74.492 -74.635 -74.774 -74.911 -75.046 -75.176 -75.302 -75.42 -75.532 -75.638 -75.739 -75.835 -75.928 -76.019 -76.152 -76.327 -76.541 -76.791 -77.073 -77.382 -77.702 -78.012 -78.293 -78.532 -78.717 -78.844 -78.946 -79.098 -79.337 -79.623 -79.92 -80.19 -80.453 -80.734 -81.029 -81.337 -81.652 -81.975 -82.296 -82.604 -82.895 -83.168 -83.422 -83.659 -83.884 -84.096 -84.289 -84.461 -84.606 -84.722 -84.819 -84.908 -84.989 -85.065 -85.134 -85.196 -85.259 -85.33 -85.405 -85.482 -85.557 -85.63 -85.691 -85.731 -85.748 -85.739 -85.713 -85.676 -85.633 -85.584
-74 -74.185 -74.348 -74.498 -74.638 -74.77 -74.898 -75.025 -75.15 -75.273 -75.392 -75.507 -75.617 -75.721 -75.82 -75.916 -76.008 -76.1 -76.229 -76.397 -76.601 -76.838 -77.103 -77.392 -77.694 -77.99 -78.261 -78.488 -78.663 -78.789 -78.896 -79.044 -79.282 -79.569 -79.791 -80.1 -80.404 -80.717 -81.035 -81.358 -81.683 -82.012 -82.336 -82.643 -82.932 -83.2 -83.447 -83.676 -83.893 -84.096 -84.283 -84.449 -84.592 -84.707 -84.806 -84.897 -84.982 -85.06 -85.132 -85.197 -85.26 -85.33 -85.404 -85.478 -85.551 -85.62 -85.677 -85.713 -85.724 -85.715 -85.692 -85.657 -85.616
-74 -74.189 -74.355 -74.507 -74.646 -74.775 -74.894 -75.009 -75.124 -75.239 -75.354 -75.469 -75.582 -75.691 -75.795 -75.895 -75.991 -76.086 -76.184 -76.302 -76.45 -76.624 -76.826 -77.052 -77.3 -77.562 -77.822 -78.062 -78.263 -78.416 -78.538 -78.655 -78.786 -79.005 -79.308 -79.607 -79.838 -80.15 -80.471 -80.799 -81.132 -81.467 -81.806 -82.141 -82.462 -82.762 -83.042 -83.301 -83.537 -83.753 -83.954 -84.14 -84.307 -84.45 -84.567 -84.666 -84.756 -84.84 -84.916 -84.986 -85.05 -85.114 -85.187 -85.266 -85.351 -85.437 -85.521 -85.594 -85.649 -85.681 -85.689 -85.671 -85.63
-74 -74.212 -74.387 -74.54 -74.68 -74.807 -74.921 -75.026 -75.125 -75.227 -75.332 -75.439 -75.55 -75.662 -75.773 -75.878 -75.98 -76.082 -76.185 -76.296 -76.418 -76.553 -76.699 -76.856 -77.024 -77.207 -77.408 -77.611 -77.805 -77.977 -78.121 -78.255 -78.382 -78.511 -78.767 -79.076 -79.368 -79.645 -79.906 -80.254 -80.604 -80.954 -81.304 -81.655 -82.002 -82.334 -82.645 -82.934 -83.2 -83.443 -83.663 -83.864 -84.047 -84.213 -84.357 -84.476 -84.577 -84.669 -84.753 -84.83 -84.9 -84.964 -85.029 -85.105 -85.189 -85.279 -85.375 -85.471 -85.556 -85.624 -85.671 -85.696 -85.696
-74 -74.206 -74.392 -74.551 -74.695 -74.824 -74.943 -75.059 -75.173 -75.289 -75.41 -75.532 -75.654 -75.775 -75.894 -76.01 -76.123 -76.238 -76.353 -76.471 -76.592 -76.715 -76.841 -76.97 -77.101 -77.233 -77.37 -77.533 -77.689 -77.832 -77.977 -78.12 -78.258 -78.39 -78.522 -78.716 -78.971 -79.263 -79.493 -79.809 -80.1 -80.456 -80.814 -81.173 -81.532 -81.887 -82.228 -82.549 -82.848 -83.125 -83.381 -83.614 -83.825 -84.016 -84.187 -84.337 -84.462 -84.567 -84.661 -84.746 -84.822 -84.893 -84.957 -85.025 -85.106 -85.199 -85.301 -85.412 -85.527 -85.631 -85.717 -85.783 -85.828
-74 -74.198 -74.384 -74.546 -74.696 -74.833 -74.962 -75.089 -75.217 -75.35 -75.489 -75.632 -75.777 -75.92 -76.062 -76.205 -76.346 -76.484 -76.62 -76.756 -76.895 -77.038 -77.184 -77.332 -77.484 -77.638 -77.794 -77.952 -78.127 -78.305 -78.462 -78.607 -78.746 -78.879 -79.006 -79.283 -79.637 -79.97 -80.259 -80.453 -80.798 -81.141 -81.483 -81.824 -82.162 -82.494 -82.813 -83.111 -83.387 -83.64 -83.869 -84.077 -84.268 -84.448 -84.616 -84.767 -84.899 -85.01 -85.107 -85.201 -85.291 -85.376 -85.455 -85.525 -85.594 -85.669 -85.746 -85.823 -85.898 -85.972 -86.035 -86.075 -86.091
-74 -74.189 -74.364 -74.524 -74.675 -74.819 -74.955 -75.089 -75.223 -75.365 -75.516 -75.678 -75.844 -76.01 -76.177 -76.343 -76.509 -76.674 -76.837 -76.997 -77.158 -77.32 -77.485 -77.654 -77.826 -78.012 -78.218 -78.436 -78.66 -78.884 -79.092 -79.27 -79.414 -79.545 -79.668 -79.785 -79.955 -80.262 -80.504 -80.825 -81.107 -81.363 -81.649 -81.945 -82.252 -82.567 -82.886 -83.199 -83.495 -83.773 -84.03 -84.269 -84.493 -84.699 -84.888 -85.058 -85.206 -85.326 -85.415 -85.482 -85.54 -85.595 -85.648 -85.698 -85.746 -85.801 -85.874 -85.964 -86.069 -86.186 -86.312 -86.427 -86.515
-74 -74.177 -74.351 -74.506 -74.656 -74.798 -74.94 -75.077 -75.215 -75.36 -75.516 -75.689 -75.877 -76.067 -76.257 -76.446 -76.634 -76.824 -77.013 -77.2 -77.386 -77.571 -77.758 -77.948 -78.138 -78.333 -78.54 -78.757 -78.976 -79.195 -79.409 -79.603 -79.761 -79.899 -80.029 -80.149 -80.263 -80.546 -80.875 -81.233 -81.548 -81.807 -82.057 -82.327 -82.607 -82.898 -83.198 -83.505 -83.806 -84.087 -84.345 -84.585 -84.81 -85.024 -85.222 -85.397 -85.551 -85.681 -85.78 -85.84 -85.874 -85.901 -85.923 -85.947 -85.974 -86.002 -86.04 -86.101 -86.181 -86.281 -86.397 -86.527 -86.651
-74 -74.164 -74.339 -74.5 -74.641 -74.777 -74.916 -75.055 -75.195 -75.339 -75.496 -75.669 -75.868 -76.081 -76.294 -76.504 -76.713 -76.922 -77.135 -77.349 -77.56 -77.771 -77.979 -78.184 -78.383 -78.579 -78.77 -78.957 -79.137 -79.311 -79.478 -79.639 -79.795 -79.945 -80.088 -80.223 -80.348 -80.466 -80.597 -80.798 -81.067 -81.358 -81.619 -81.867 -82.137 -82.427 -82.728 -83.037 -83.352 -83.661 -83.95 -84.218 -84.467 -84.701 -84.925 -85.133 -85.318 -85.475 -85.602 -85.697 -85.753 -85.782 -85.805 -85.823 -85.84 -85.859 -85.878 -85.904 -85.938 -85.986 -86.057 -86.162 -86.297
-74 -74.133 -74.259 -74.386 -74.513 -74.643 -74.777 -74.915 -75.054 -75.191 -75.333 -75.484 -75.65 -75.839 -76.043 -76.247 -76.45 -76.652 -76.855 -77.061 -77.267 -77.472 -77.675 -77.877 -78.078 -78.276 -78.47 -78.66 -78.844 -79.023 -79.195 -79.361 -79.521 -79.676 -79.825 -79.966 -80.1 -80.224 -80.341 -80.481 -80.697 -81.006 -81.298 -81.56 -81.81 -82.079 -82.369 -82.669 -82.978 -83.292 -83.601 -83.891 -84.16 -84.408 -84.64 -84.86 -85.065 -85.246 -85.401 -85.532 -85.633 -85.697 -85.734 -85.762 -85.786 -85.809 -85.835 -85.865 -85.91 -85.979 -86.071 -86.183 -86.315
-74 -74.129 -74.249 -74.366 -74.484 -74.605 -74.73 -74.86 -74.997 -75.134 -75.272 -75.417 -75.576 -75.753 -75.956 -76.173 -76.389 -76.603 -76.817 -77.032 -77.251 -77.472 -77.691 -77.908 -78.121 -78.327 -78.528 -78.726 -78.918 -79.106 -79.288 -79.463 -79.631 -79.793 -79.949 -80.1 -80.244 -80.378 -80.503 -80.621 -80.746 -80.926 -81.134 -81.406 -81.661 -81.907 -82.166 -82.449 -82.75 -83.06 -83.377 -83.689 -83.982 -84.254 -84.506 -84.743 -84.969 -85.18 -85.368 -85.528 -85.655 -85.747 -85.799 -85.825 -85.844 -85.859 -85.873 -85.888 -85.907 -85.928 -85.956 -85.993 -86.044
-74 -74.125 -74.242 -74.353 -74.462 -74.573 -74.688 -74.81 -74.939 -75.073 -75.209 -75.348 -75.498 -75.663 -75.852 -76.067 -76.296 -76.521 -76.745 -76.969 -77.194 -77.426 -77.66 -77.893 -78.119 -78.336 -78.545 -78.75 -78.95 -79.146 -79.337 -79.522 -79.7 -79.87 -80.035 -80.195 -80.35 -80.496 -80.633 -80.76 -80.879 -80.992 -81.135 -81.299 -81.466 -81.619 -81.744 -81.837 -81.92 -82.002 -82.085 -82.18 -82.298 -82.406 -82.507 -82.599 -82.684 -82.759 -82.826 -82.884 -82.939 -82.993 -83.044 -83.092 -83.141 -83.218 -83.317 -83.422 -83.524 -83.621 -83.72 -83.833 -83.963
-74 -74.121 -74.235 -74.344 -74.447 -74.548 -74.653 -74.766 -74.886 -75.013 -75.145 -75.28 -75.421 -75.574 -75.747 -75.946 -76.171 -76.409 -76.643 -76.875 -77.107 -77.342 -77.585 -77.832 -78.073 -78.303 -78.524 -78.737 -78.945 -79.149 -79.348 -79.542 -79.729 -79.91 -80.084 -80.253 -80.418 -80.577 -80.727 -80.866 -80.995 -81.115 -81.229 -81.338 -81.453 -81.568 -81.67 -81.76 -81.848 -81.935 -82.021 -82.108 -82.208 -82.362 -82.556 -82.779 -83.019 -83.264 -83.505 -83.73 -83.927 -84.094 -84.223 -84.315 -84.368 -84.409 -84.452 -84.496 -84.544 -84.598 -84.655 -84.716 -84.784
-74 -74.117 -74.228 -74.335 -74.436 -74.531 -74.626 -74.729 -74.841 -74.961 -75.086 -75.215 -75.349 -75.492 -75.65 -75.83 -76.038 -76.272 -76.518 -76.76 -76.999 -77.239 -77.483 -77.736 -77.993 -78.239 -78.473 -78.698 -78.915 -79.126 -79.334 -79.536 -79.733 -79.923 -80.107 -80.285 -80.459 -80.628 -80.791 -80.944 -81.087 -81.217 -81.338 -81.452 -81.56 -81.664 -81.761 -81.854 -81.944 -82.032 -82.121 -82.21 -82.308 -82.45 -82.644 -82.872 -83.122 -83.384 -83.647 -83.904 -84.143 -84.352 -84.53 -84.674 -84.78 -84.845 -84.886 -84.927 -84.968 -85.01 -85.056 -85.103 -85.151
-74 -74.113 -74.221 -74.326 -74.426 -74.52 -74.609 -74.702 -74.805 -74.916 -75.035 -75.158 -75.286 -75.419 -75.563 -75.726 -75.913 -76.128 -76.371 -76.624 -76.872 -77.118 -77.364 -77.617 -77.88 -78.144 -78.394 -78.632 -78.861 -79.081 -79.297 -79.507 -79.713 -79.913 -80.107 -80.294 -80.475 -80.651 -80.823 -80.988 -81.145 -81.29 -81.422 -81.544 -81.659 -81.767 -81.87 -81.967 -82.059 -82.149 -82.24 -82.331 -82.452 -82.613 -82.821 -83.074 -83.351 -83.638 -83.927 -84.208 -84.475 -84.719 -84.935 -85.123 -85.28 -85.405 -85.493 -85.544 -85.581 -85.616 -85.649 -85.683 -85.712
-74 -74.115 -74.235 -74.339 -74.436 -74.528 -74.616 -74.705 -74.799 -74.902 -75.012 -75.129 -75.251 -75.376 -75.507 -75.654 -75.823 -76.019 -76.243 -76.494 -76.755 -77.01 -77.263 -77.517 -77.78 -78.052 -78.321 -78.576 -78.819 -79.053 -79.279 -79.499 -79.714 -79.924 -80.128 -80.325 -80.515 -80.698 -80.876 -81.05 -81.216 -81.374 -81.522 -81.656 -81.78 -81.896 -82.005 -82.108 -82.208 -82.304 -82.402 -82.528 -82.69 -82.891 -83.14 -83.433 -83.757 -84.09 -84.42 -84.738 -85.037 -85.317 -85.57 -85.792 -85.984 -86.147 -86.283 -86.389 -86.467 -86.522 -86.563 -86.597 -86.622
-74 -74.111 -74.226 -74.344 -74.445 -74.536 -74.625 -74.713 -74.802 -74.897 -75 -75.109 -75.225 -75.344 -75.466 -75.596 -75.745 -75.918 -76.119 -76.349 -76.605 -76.87 -77.13 -77.387 -77.647 -77.916 -78.194 -78.466 -78.726 -78.974 -79.212 -79.442 -79.666 -79.884 -80.097 -80.303 -80.501 -80.693 -80.877 -81.056 -81.229 -81.396 -81.554 -81.702 -81.837 -81.963 -82.081 -82.193 -82.301 -82.409 -82.537 -82.692 -82.886 -83.122 -83.399 -83.729 -84.105 -84.489 -84.848 -85.187 -85.506 -85.808 -86.094 -86.361 -86.6 -86.812 -86.995 -87.149 -87.275 -87.379 -87.464 -87.526 -87.562
-74 -74.107 -74.217 -74.331 -74.446 -74.547 -74.635 -74.723 -74.813 -74.903 -74.997 -75.1 -75.208 -75.321 -75.438 -75.558 -75.687 -75.837 -76.013 -76.217 -76.45 -76.709 -76.977 -77.239 -77.499 -77.763 -78.035 -78.315 -78.591 -78.854 -79.105 -79.347 -79.581 -79.808 -80.03 -80.245 -80.451 -80.65 -80.841 -81.025 -81.203 -81.376 -81.542 -81.701 -81.849 -81.986 -82.114 -82.237 -82.355 -82.47 -82.581 -82.706 -82.873 -83.088 -83.344 -83.637 -83.972 -84.346 -84.74 -85.12 -85.479 -85.815 -86.13 -86.43 -86.709 -86.958 -87.175 -87.358 -87.508 -87.627 -87.724 -87.805 -87.866
-74 -74.102 -74.209 -74.318 -74.429 -74.555 -74.671 -74.766 -74.855 -74.945 -75.036 -75.13 -75.231 -75.338 -75.449 -75.563 -75.679 -75.806 -75.957 -76.136 -76.343 -76.579 -76.84 -77.109 -77.373 -77.636 -77.904 -78.179 -78.461 -78.741 -79.008 -79.264 -79.511 -79.749 -79.98 -80.204 -80.419 -80.625 -80.823 -81.013 -81.195 -81.372 -81.544 -81.709 -81.867 -82.017 -82.157 -82.29 -82.42 -82.547 -82.671 -82.794 -82.923 -83.093 -83.308 -83.569 -83.871 -84.236 -84.644 -85.056 -85.445 -85.812 -86.158 -86.486 -86.802 -87.095 -87.352 -87.57 -87.751 -87.895 -88.004 -88.092 -88.167
-74 -74.098 -74.202 -74.306 -74.412 -74.521 -74.648 -74.757 -74.851 -74.94 -75.029 -75.12 -75.214 -75.314 -75.419 -75.528 -75.64 -75.754 -75.88 -76.031 -76.209 -76.417 -76.652 -76.912 -77.179 -77.442 -77.705 -77.973 -78.247 -78.53 -78.811 -79.08 -79.338 -79.587 -79.827 -80.059 -80.283 -80.497 -80.703 -80.9 -81.089 -81.27 -81.446 -81.617 -81.781 -81.94 -82.09 -82.231 -82.367 -82.5 -82.632 -82.761 -82.889 -83.038 -83.223 -83.452 -83.722 -84.03 -84.395 -84.805 -85.226 -85.623 -85.997 -86.35 -86.687 -87.012 -87.313 -87.576 -87.797 -87.978 -88.12 -88.226 -88.31
